,,headline,pub_date,snippet,web_url
0,838,A Tornado's International Reach in Queens,2011-08-22T00:00:00Z,"The savage tornado that ripped through Brooklyn and Queens last September did not just fell some 3,000 trees and damage many houses.     It also wiped the country of Sri Lanka off the face of the earth - the earth, that is, as represented by the g...",https://query.nytimes.com/gst/fullpage.html?res=9405E0D61F39F931A1575BC0A9679D8B63
0,839,Science Group Criticizes Politicians for Global Warming Distortions,2013-05-23T11:50:09Z,A nonprofit group representing scientists dings officials at both ends of the political spectrum for global warming distortions.,https://dotearth.blogs.nytimes.com/2013/05/23/science-group-criticizes-politicians-for-global-warming-distortions/
0,840,Young’uns With a Yen for Wisdom,2014-07-17T18:15:29+0000,"“Pump Boys and Dinettes,” a jubilant yet plaintive musical revue at City Center, is set in a filling station and coffee shop in the rural South.",https://www.nytimes.com/2014/07/18/theater/pump-boys-and-dinettes-at-encores-off-center.html
0,841,Videos and Final Tweets From Storm Chasers Killed in Oklahoma,2013-06-03T15:54:47Z,"Dozens of videos posted online in recent years show the work of Tim Samaras, Paul Samaras and Carl Young, the highly respected storm chasers who were killed during a tornado in Oklahoma on Friday.",https://thelede.blogs.nytimes.com/2013/06/03/videos-and-final-tweets-from-storm-chasers-killed-in-oklahoma/
0,842,U.S. Signals Willingness to Help New Iraqi Government,2014-08-12T06:49:05+0000,Secretary of State John Kerry and Defense Secretary Chuck Hagel said the U.S. would consider adding military and political support if Haider al-Abadi assumes the duties of prime minister.,https://www.nytimes.com/2014/08/13/world/middleeast/us-outlines-conditions-for-expanded-military-and-political-support-in-iraq.html
0,843,"At Commencement, Obama Mocks Lawmakers Who Deny Climate Change",2014-06-14T21:47:32+0000,"Speaking at the University of California, Irvine, President Obama likened those who deny climate change to people who would have told John F. Kennedy, at the dawn of the space program, that the moon “was made of cheese.”",https://www.nytimes.com/2014/06/15/us/obama-mocks-lawmakers-who-deny-climate-change.html
0,844,"Corrections: November 21, 2013",2013-11-21T00:00:00Z,"Corrections appearing in print on November 21, 2013.",https://www.nytimes.com/2013/11/21/pageoneplus/corrections-november-21-2013.html
0,845,Study Sees a Higher Risk of Storms on the Horizon,2013-09-24T00:00:00Z,"Rising temperatures and the atmospheric changes they spawn are most likely to generate more severe-weather days in the eastern and central parts of the nation by midcentury, scientists concluded.",https://www.nytimes.com/2013/09/24/us/study-sees-a-higher-risk-of-storms-on-the-horizon.html
0,846,"Obama, Aggravated by Gridlock, Stresses Results in Midterms",2014-05-10T00:00:00Z,"With a deadlocked Congress, President Obama risks leaving office in 2017 without a major accomplishment from his second term.",https://www.nytimes.com/2014/05/10/us/obama-aggravated-by-gridlock-stresses-results-in-midterms.html
0,847,"With Ebola’s Arrival at Nebraska Center, It’s No Longer a Drill",2014-10-10T00:00:00Z,"With the arrival of two Ebola patients in the last six weeks, the Nebraska Biocontainment Patient Care Unit is at the forefront of the nation&#8217;s response to the disease.",https://www.nytimes.com/2014/10/10/us/ashoka-mukpo-ebola-nebraska-hospital.html
0,848,The Climate Swerve,2014-08-24T00:00:00Z,Will a social movement rise up against global warming?,https://www.nytimes.com/2014/08/24/opinion/sunday/the-climate-swerve.html
0,849,Hurricane Makes Landfall on Carolina Coast,2014-07-04T00:00:00Z,"The Category 2 storm crossed over the strip of land just east of the town of Beaufort, N.C., making it the first hurricane to make landfall in the continental United States since 2012.",https://www.nytimes.com/2014/07/04/us/arthur.html
0,850,"Gaining in Years, and Helping Others to Make Gains",2014-10-25T00:00:00Z,"The 2014 winners of the Purpose Prize, all 60 and older, have volunteered their skills and experience to help people and improve communities.",https://www.nytimes.com/2014/10/25/your-money/winners-of-2014-purpose-prize.html
0,851,Conjuring the Global Dangers of Water,2014-01-22T00:00:00Z,"Hurricane Sandy involved a gradual storm surge, over 24 hours, a &#8220;Nova&#8221; program says, while the surge of Haiyan, in the Philippines, occurred in just minutes.",https://www.nytimes.com/2014/01/22/arts/television/nova-explores-philippines-typhoon-and-ocean-levels.html
0,852,E.U. Foreign Ministers Back Military Support for Kurds in Northern Iraq,2014-08-16T00:00:00Z,"The unanimous endorsement came at a meeting in Brussels on the crisis in northern Iraq where Islamist militants have besieged towns, and the Kurdish and Yazidi minorities.",https://www.nytimes.com/2014/08/16/world/europe/european-union-iraq.html
0,853,Unheeded Tornado Warnings Just One Lesson from Joplin,2011-09-21T10:27:38Z,"The high death count among people who sought shelter from the Joplin, Mo., tornado implies that unheeded warnings were just one factor leading to the high death toll.",https://dotearth.blogs.nytimes.com/2011/09/21/unheeded-tornado-warnings-just-one-lesson-from-joplin/
0,854,Unheeded Tornado Warnings Just One Lesson from Joplin,2011-09-21T10:27:38Z,"The high death count among people who sought shelter from the Joplin, Mo., tornado implies that unheeded warnings were just one factor leading to the high death toll.",https://dotearth.blogs.nytimes.com/2011/09/21/unheeded-tornado-warnings-just-one-lesson-from-joplin/
0,855,"Striking a Rich Vein, of Sorts",2013-11-09T00:00:00Z,"Syfy’s “Beast of the Bering Sea” brings back one of the stars of “Sharknado,” Cassie Scerbo.",https://www.nytimes.com/2013/11/09/arts/television/beast-of-the-bering-sea-stars-cassie-scerbo-of-sharknado.html
0,856,Drama as Alarm Sirens Wailed,2013-05-21T10:14:27+0000,"Officials said it was still too early to say precisely how many people had been killed by the tornado in Oklahoma, but the toll appeared to be significantly less than initially feared.",https://www.nytimes.com/2013/05/22/us/oklahoma-tornado.html
1,857,The View From an Oklahoma Basement,2013-05-22T00:00:00Z,"There’s a certain excitement to tornado season, until a storm like this touches down.",https://www.nytimes.com/2013/05/22/opinion/the-view-from-an-oklahoma-basement.html
0,858,3 Nations Offer Limited Support to Attack on ISIS,2014-09-26T08:10:47+0000,"Britain, Belgium and Denmark lined up behind the United States, agreeing to military operations in Iraq — but not in Syria.",https://www.nytimes.com/2014/09/27/world/europe/british-parliament-vote-isis-airstrikes.html
0,859,"Corrections: May 25, 2014",2014-05-25T00:00:00Z,"Corrections appearing in print on May 25, 2014.",https://www.nytimes.com/2014/05/25/pageoneplus/corrections-may-25-2014.html
0,860,Your Tuesday Briefing,2014-06-17T10:00:56+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2014/06/17/us/your-tuesday-briefing.html
0,861,Don’t Like Your Neighbors’ House? Sue Them.,2014-07-12T18:30:06+0000,"In North Carolina, a bitter fight over how a neighborhood should look.",https://www.nytimes.com/2014/07/13/opinion/sunday/is-an-ugly-house-grounds-to-sue.html
1,862,Oklahoma: Storm-Struck Area Is Hit Again,2013-06-01T00:00:00Z,"A violent storm formed over the prairie west of Oklahoma City late Friday afternoon, dropped a tornado in a suburb and rolled into Oklahoma City just south of downtown.",https://www.nytimes.com/2013/06/01/us/oklahoma-storm-struck-area-is-hit-again.html
0,863,Your Evening Briefing,2014-04-29T00:00:00Z,Busy day? Catch up on the stories that grabbed our attention.,https://www.nytimes.com/2014/04/29/us/your-evening-briefing.html
0,864,Pagan High Priest Finds Few Believers Inside an Arkansas City Hall,2014-07-29T00:00:00Z,"Bertram Dahl, a self-described high priest of Paganism, and the city of Beebe in Arkansas have clashed over Mr. Dahl’s dream of opening a Pagan temple next to his house.",https://www.nytimes.com/2014/07/29/us/arkansas-pagan-high-priest-finds-few-believers-inside-city-hall.html
0,865,"Despite Storms and Injuries, Bears Stay on Playoff Track ",2013-11-19T00:00:00Z,"The Bears rallied to a 23-20 overtime victory Sunday, and their 6-4 record is good enough for a share of the N.F.C. North lead.",https://www.nytimes.com/2013/11/19/sports/football/bears-play-their-way-into-contention-through-wind-rain-and-injuries.html
0,866,Band of Heavy Weather Ravages Midwest,2013-06-13T00:00:00Z,Over a dozen tornadoes were reported throughout the Midwest on Wednesday as thunderstorms battered the region and barreled toward the Atlantic Coast overnight.,https://www.nytimes.com/2013/06/13/us/band-of-heavy-weather-ravages-midwest.html
0,867,A Q-and-A on Tornadoes,2011-05-24T10:40:52Z,"Readers ask about the unusually high number of extreme storms this spring, the extent of the devastation in Joplin and any potential link between the tornadoes and climate change.",https://green.blogs.nytimes.com/2011/05/24/a-q-and-a-on-tornadoes/
0,868,When a Tornado in Queens Becomes an International Incident,2011-08-21T17:24:07Z,"Nearly a year after it was blown off the Unisphere in Flushing-Meadows Corona Park, Sri Lanka was put back into place.",https://cityroom.blogs.nytimes.com/2011/08/21/when-a-tornado-in-queens-becomes-an-international-incident/
0,869,Lassie as Salesdog: One More Trip to the Well,2014-08-16T16:44:55+0000,Lassie’s new owners at DreamWorks Animation are using a series of publicity stunts to remake the classic American dog as a merchandising superstar.,https://www.nytimes.com/2014/08/17/business/media/lassie-as-salesdog-one-more-trip-to-the-well.html
0,870,Our &#8216;Mommy&#8217; Problem,2014-11-08T19:30:11+0000,"The current culture demands that every mother be all in, all the time.",https://www.nytimes.com/2014/11/09/opinion/sunday/our-mommy-problem.html
0,871,Those Manly Scowls of Summer,2014-08-17T00:00:00Z,"On television, male actors and even the occasional reality star have been putting on an unintentional clinic in how (and sometimes, how not) to look grim.",https://www.nytimes.com/2014/08/17/arts/television/on-tv-a-near-epidemic-of-frowns-and-clenched-jaws.html
1,872,Massive Tornado in Missouri,2011-05-24T03:37:41Z,"6 Q's About the News | What do you know about the disaster that struck Joplin, Mo.?",https://learning.blogs.nytimes.com/2011/05/24/massive-tornado-in-missouri/
0,873,57th Street Reopened After Crane Malfunction in Midtown,2013-10-08T00:00:00Z,The crane was being used to hoist a concrete counterweight when it stopped working properly.,https://www.nytimes.com/2013/10/08/nyregion/crane-malfunctions-at-midtown-skyscraper-shutting-down-traffic.html
0,874,Deadly Tornadoes,2011-04-29T03:49:26Z,6 Q's About the News | Where did tornadoes rip through the United States this week?,https://learning.blogs.nytimes.com/2011/04/29/deadly-tornadoes/
0,875,Independents' Day,2014-10-14T19:55:32Z,Brooks and Collins on unusual campaign developments in Kansas and South Dakota.,https://opinionator.blogs.nytimes.com/2014/10/14/independents-day/
0,876,Massive Tornado in Missouri,2011-05-24T03:37:41Z,"6 Q's About the News | What do you know about the disaster that struck Joplin, Mo.?",https://learning.blogs.nytimes.com/2011/05/24/massive-tornado-in-missouri/
0,877,In for Nasty Weather,2014-05-04T00:00:00Z,"Resilience is tested by a range of disasters, natural and otherwise, in this story collection.",https://www.nytimes.com/2014/05/04/books/review/acts-of-god-by-ellen-gilchrist.html
0,878,"To Rescue Survivors, He Pursued the Storm",2013-05-25T00:00:00Z,Lt. Phillip Wise of the Bethany Police Department followed the tornado so he could pull survivors from the wreckage in Oklahoma.,https://www.nytimes.com/2013/05/25/us/oklahoma-officer-follows-storm-to-rescue-survivors.html
0,879,Deadly Tornadoes,2011-04-29T03:49:26Z,6 Q's About the News | Where did tornadoes rip through the United States this week?,https://learning.blogs.nytimes.com/2011/04/29/deadly-tornadoes/
0,880,New York Today: Here Comes the Rain,2014-04-29T05:38:11Z,"What you need to know for Tuesday: A rainstorm arrives, e-cigarette regulations go into effect, and children count glass eels.",https://cityroom.blogs.nytimes.com/2014/04/29/new-york-today-rain-ahead/
0,881,The Benefits of Having Your Own Moving Truck,2013-10-24T00:00:00Z,Why rent a U-Haul for a cross-country move when you can live life to the fullest and buy your own moving truck?,https://www.nytimes.com/2013/10/24/automobiles/the-benefits-of-having-your-own-moving-truck.html
0,882,Hefner Looks for Ways to Help His Old Hometown in Oklahoma,2013-05-21T19:48:46Z,"Jeremy Hefner, who lived in Moore, Okla., which bore the brunt of Monday’s tornado, said he planned to talk with his Mets teammates about a financial donation to help the storm’s victims.",https://bats.blogs.nytimes.com/2013/05/21/hefner-looks-for-ways-to-help-his-old-hometown-in-oklahoma/
0,883,Mile After Mile of Tornado Debris,2011-08-04T13:51:07Z,"Some of the appliances in ravaged houses can be recycled. Forget about refrigerators in which food has been rotting for months, though.",https://green.blogs.nytimes.com/2011/08/04/mile-after-mile-of-tornado-debris/
0,884,New York Today: A Proud Tree's Second Life,2014-04-22T05:51:30Z,"What you need to know for Tuesday: Earth Day celebrations, warmer and eventually rainy weather, and a World’s Fair gem reopens.",https://cityroom.blogs.nytimes.com/2014/04/22/new-york-today-an-old-trees-second-life/
0,885,Missouri Set Aside Too Much to Cover Cost of Disasters in 2011,2013-07-12T00:00:00Z,"Disasters cost the state $36 million, a lot less than the $150 million that Gov. Jay Nixon set aside. Legislative budget leaders said that the money was an unnecessary budget manipulation.",https://www.nytimes.com/2013/07/12/us/missouri-set-aside-too-much-to-cover-cost-of-disasters-in-2011.html
